lemma,translit,gloss
ἐγγύτερον,eng-goo'-ter-on,nearer
ἐγείρω,eg-i'-ro,"awake, lift (up), raise (again, up), rear up, (a-)rise (again, up), stand, take up"
ἐγκάθετος,eng-kath'-et-os,spy
ἐγκαίνια,eng-kah'-ee-nee-ah,dedication
ἐγκαινίζω,eng-kahee-nid'-zo,"consecrate, dedicate"
ἐγκαλέω,eng-kal-eh'-o,"accuse, call in question, implead, lay to the charge"
ἐγκαταλείπω,eng-kat-al-i'-po,"forsake, leave"
ἐγκατοικέω,eng-kat-oy-keh'-o,dwell among
ἐγκεντρίζω,eng-ken-trid'-zo,graff in(-to)
ἐγκομβόομαι,eng-kom-bo'-om-ahee,be clothed with
ἐγκοπή,eng-kop-ay',X hinder
ἐγκράτεια,eng-krat'-i-ah,temperance
ἐγκρίνω,eng-kree'-no,make of the number
ἐγκρατής,eng-krat-ace',temperate
ἐγκρατεύομαι,eng-krat-yoo'-om-ahee,"can(-not) contain, be temperate"
ἐγκρύπτω,eng-kroop'-to,hid in
ἐγκόπτω,eng-kop'-to,"hinder, be tedious unto"
ἐγχρίω,eng-khree'-o,anoint
ἐγώ,eg-o',"I, me"
ἐδαφίζω,ed-af-id'-zo,lay even with the ground
ἐθίζω,eth-id'-zo,custom
ἐθελοθρησκεία,eth-el-oth-race-ki'-ah,will worship
ἐθνάρχης,eth-nar'-khace,ethnarch
ἐθνικός,eth-nee-kos',heathen (man)
ἐθνικῶς,eth-nee-koce',after the manner of Gentiles
ἐκ,ek,"after, among, X are, at, betwixt(-yond), by (the means of), exceedingly, (+ abundantly above), for(- th), from (among, forth, up), + grudgingly, + heartily, X heavenly, X hereby, + very highly, in, …ly, (because, by reason) of, off (from), on, out among (from, of), over, since, X thenceforth, through, X unto, X vehemently, with(-out)"
ἐκβάλλω,ek-bal'-lo,"bring forth, cast (forth, out), drive (out), expel, leave, pluck (pull, take, thrust) out, put forth (out), send away (forth, out)"
ἐκβολή,ek-bol-ay',+ lighten the ship
ἐκγαμίζω,ek-gam-id'-zo,give in marriage
ἐκγαμίσκω,ek-gam-is'-ko,give in marriage
ἐκδέχομαι,ek-dekh'-om-ahee,"expect, look (tarry) for, wait (for)"
ἐκδίδωμι,ek-did-o'-mee,let forth (out)
ἐκδίκησις,ek-dik'-ay-sis,"(a-, re-)venge(-ance), punishment"
ἐκδαπανάω,ek-dap-an-ah'-o,spend
ἐκδημέω,ek-day-meh'-o,be absent
ἐκδιηγέομαι,ek-dee-ayg-eh'-om-ahee,declare
ἐκδικέω,ek-dik-eh'-o,a (re-)venge
ἐκδιώκω,ek-dee-o'-ko,persecute
ἐκδοχή,ek-dokh-ay',looking for
ἐκδύω,ek-doo'-o,"strip, take off from, unclothe"
ἐκεῖ,ek-i',"there, thither(-ward), (to) yonder (place)"
ἐκεῖθεν,ek-i'-then,"from that place, (from) thence, there"
ἐκεῖνος,ek-i'-nos,"he, it, the other (same), selfsame, that (same, very), X their, X them, they, this, those"
ἐκεῖσε,ek-i'-seh,there
ἐκζητέω,ek-zay-teh'-o,"en- (re-)quire, seek after (carefully, diligently)"
ἐκθαμβέω,ek-tham-beh'-o,"affright, greatly (sore) amaze"
ἐκκαίω,ek-kah'-yo,burn
ἐκκαθαίρω,ek-kath-ah'-ee-ro,purge (out)
ἐκκακέω,ek-kak-eh'-o,"faint, be weary"
ἐκκεντέω,ek-ken-teh'-o,pierce
ἐκκλάω,ek-klah'-o,break off
ἐκκλίνω,ek-klee'-no,"avoid, eschew, go out of the way"
ἐκκλείω,ek-kli'-o,exclude
ἐκκλησία,ek-klay-see'-ah,"assembly, church"
ἐκκολυμβάω,ek-kol-oom-bah'-o,swim out
ἐκκομίζω,ek-kom-id'-zo,carry out
ἐκκρέμαμαι,ek-krem'-am-ahee,be very attentive
ἐκκόπτω,ek-kop'-to,"cut down (off, out), hew down, hinder"
ἐκλάμπω,ek-lam'-po,shine forth
ἐκλέγομαι,ek-leg'-om-ahee,"make choice, choose (out), chosen"
ἐκλαλέω,ek-lal-eh'-o,tell
ἐκλανθάνομαι,ek-lan-than'-om-ahee,forget
ἐκλείπω,ek-li'-po,fail
ἐκλεκτός,ek-lek-tos',"chosen, elect"
ἐκλογή,ek-log-ay',"chosen, election"
ἐκλύω,ek-loo'-o,faint
ἐκμάσσω,ek-mas'-so,wipe
ἐκμυκτηρίζω,ek-mook-ter-id'-zo,deride
ἐκνήφω,ek-nay'-fo,awake
ἐκνεύω,ek-nyoo'-o,convey self away
ἐκπέμπω,ek-pem'-po,send away (forth)
ἐκπίπτω,ek-pip'-to,"be cast, fail, fall (away, off), take none effect"
ἐκπειράζω,ek-pi-rad'-zo,tempt
ἐκπετάννυμι,ek-pet-an'-noo-mee,stretch forth
ἐκπλέω,ek-pleh'-o,"sail (away, thence)"
ἐκπλήρωσις,ek-play'-ro-sis,accomplishment
ἐκπλήσσω,ek-place'-so,"amaze, astonish"
ἐκπληρόω,ek-play-ro'-o,fulfill
ἐκπνέω,ek-pneh'-o,give up the ghost
ἐκπορεύομαι,ek-por-yoo'-om-ahee,"come (forth, out of), depart, go (forth, out), issue, proceed (out of)"
ἐκπορνεύω,ek-porn-yoo'-o,give self over to fornication
ἐκπτύω,ek-ptoo'-o,reject
ἐκριζόω,ek-rid-zo'-o,"pluck up by the root, root up"
ἐκστρέφω,ek-stref'-o,subvert
ἐκτένεια,ek-ten'-i-ah,X instantly
ἐκτίθημι,ek-tith'-ay-mee,"cast out, expound"
ἐκταράσσω,ek-tar-as'-so,exceedingly trouble
ἐκτείνω,ek-ti'-no,"cast, put forth, stretch forth (out)"
ἐκτελέω,ek-tel-eh'-o,finish
ἐκτενέστερον,ek-ten-es'-ter-on,more earnestly
ἐκτενής,ek-ten-ace',"without ceasing, fervent"
ἐκτενῶς,ek-ten-oce',fervently
ἐκτινάσσω,ek-tin-as'-so,shake (off)
ἐκτρέπω,ek-trep'-o,"avoid, turn (aside, out of the way)"
ἐκτρέφω,ek-tref'-o,"bring up, nourish"
ἐκτός,ek-tos',"but, except(-ed), other than, out of, outside, unless, without"
ἐκφέρω,ek-fer'-o,"bear, bring forth, carry forth (out)"
ἐκφεύγω,ek-fyoo'-go,"escape, flee"
ἐκφοβέω,ek-fob-eh'-o,terrify
ἐκφύω,ek-foo'-o,put forth
ἐκχέω,ek-kheh'-o,"gush (pour) out, run greedily (out), shed (abroad, forth), spill"
ἐκχωρέω,ek-kho-reh'-o,depart out
ἐκψύχω,ek-psoo'-kho,give (yield) up the ghost
ἐλάσσων,el-as'-sone,"less, under, worse, younger"
ἐλάχιστος,el-akh'-is-tos,"least, very little (small), smallest"
ἐλέγχω,el-eng'-kho,"convict, convince, tell a fault, rebuke, reprove"
ἐλαία,el-ah'-yah,"olive (berry, tree)"
ἐλαιών,el-ah-yone',Olivet
ἐλαττονέω,el-at-ton-eh-o,have lack
ἐλαττόω,el-at-to'-o,"decrease, make lower"
ἐλαφρία,el-af-ree'-ah,lightness
ἐλαφρός,el-af-ros',light
ἐλαχιστότερος,el-akh-is-tot'-er-os,less than the least
ἐλαύνω,el-ow'-no,"carry, drive, row"
ἐλεέω,el-eh-eh'-o,"have compassion (pity on), have (obtain, receive, shew) mercy (on)"
ἐλεήμων,el-eh-ay'-mone,merciful
ἐλεεινός,el-eh-i-nos',miserable
ἐλεημοσύνη,el-eh-ay-mos-oo'-nay,alms(-deeds)
ἐλευθερία,el-yoo-ther-ee'-ah,liberty
ἐλευθερόω,el-yoo-ther-o'-o,"deliver, make free"
ἐλεφάντινος,el-ef-an'-tee-nos,of ivory
ἐλεύθερος,el-yoo'-ther-os,"free (man, woman), at liberty"
ἐλλογέω,el-log-eh'-o,"impute, put on account"
ἐλοΐ,el-o-ee',Eloi
ἐλπίζω,el-pid'-zo,"(have, thing) hope(-d) (for), trust"
ἐλπίς,el-pece',"faith, hope"
ἐμέ,em-eh',"I, me, my(-self)"
ἐμέω,em-eh'-o,(will) spue
ἐμαυτοῦ,em-ow-too',"me, mine own (self), myself"
ἐμβάλλω,em-bal'-lo,cast into
ἐμβάπτω,em-bap'-to,dip
ἐμβαίνω,em-ba'-hee-no,"come (get) into, enter (into), go (up) into, step in, take ship"
ἐμβατεύω,em-bat-yoo'-o,intrude into
ἐμβιβάζω,em-bib-ad'-zo,put in
ἐμβλέπω,em-blep'-o,"behold, gaze up, look upon, (could) see"
ἐμβριμάομαι,em-brim-ah'-om-ahee,"straitly charge, groan, murmur against"
ἐμμένω,em-men'-o,continue
ἐμμαίνομαι,em-mah'-ee-nom-ahee,be mad against
ἐμοί,em-oy',"I, me, mine, my"
ἐμοῦ,em-oo',"me, mine, my"
ἐμπίπλημι,em-pip'-lay-mee,fill
ἐμπίπτω,em-pip'-to,fall among (into)
ἐμπαίζω,emp-aheed'-zo,mock
ἐμπαίκτης,emp-aheek-tace',"mocker, scoffer"
ἐμπαιγμός,emp-aheeg-mos',mocking
ἐμπεριπατέω,em-per-ee-pat-eh'-o,walk in
ἐμπλέκω,em-plek'-o,"entangle (in, self with)"
ἐμπλοκή,em-plok-ay',plaiting
ἐμπνέω,emp-neh'-o,breathe
ἐμπορία,em-por-ee'-ah,merchandise
ἐμπορεύομαι,em-por-yoo'-om-ahee,"buy and sell, make merchandise"
ἐμπρήθω,em-pray'-tho,burn up
ἐμπτύω,emp-too'-o,spit (upon)
ἐμπόριον,em-por'-ee-on,merchandise
ἐμφανής,em-fan-ace',"manifest, openly"
ἐμφανίζω,em-fan-id'-zo,"appear, declare (plainly), inform, (will) manifest, shew, signify"
ἐμφυσάω,em-foo-sah'-o,breathe on
ἐμός,em-os',"of me, mine (own), my"
ἐν,en,"about, after, against, + almost, X altogether, among, X as, at, before, between, (here-)by (+ all means), for (… sake of), + give self wholly to, (here-)in(-to, -wardly), X mightily, (because) of, (up-)on, (open-)ly, X outwardly, one, X quickly, X shortly, (speedi-)ly, X that, X there(-in, -on), through(-out), (un-)to(-ward), under, when, where(-with), while, with(-in)"
ἐνάλιος,en-al'-ee-os,thing in the sea
ἐνάρχομαι,en-ar'-khom-ahee,rule (by mistake for archo)
ἐνέδρα,en-ed'-rah,lay wait
ἐνέργεια,en-erg'-i-ah,"operation, strong, (effectual) working"
ἐνέργημα,en-erg'-ay-mah,"operation, working"
ἐνέχω,en-ekh'-o,"entangle with, have a quarrel against, urge"
ἐνίστημι,en-is'-tay-mee,"come, be at hand, present"
ἐναγκαλίζομαι,en-ang-kal-id'-zom-ahee,take up in arms
ἐναντίον,en-an-tee'-on,"before, in the presence of"
ἐναντίος,en-an-tee'-os,"(over) against, contrary"
ἐνδέχεται,en-dekh'-et-ahee,can (+ not) be
ἐνδεής,en-deh-ace',lacking
ἐνδείκνυμι,en-dike'-noo-mee,"do, show (forth)"
ἐνδημέω,en-day-meh'-o,be at home (present)
ἐνδιδύσκω,en-did-oos'-ko,"clothe in, wear"
ἐνδοξάζω,en-dox-ad'-zo,glorify
ἐνδυναμόω,en-doo-nam-o'-o,"enable, (increase in) strength(-en), be (make) strong"
ἐνδόμησις,en-dom'-ay-sis,building
ἐνδύνω,en-doo'-no,creep
ἐνδύω,en-doo'-o,"array, clothe (with), endue, have (put) on"
ἐνεδρεύω,en-ed-ryoo'-o,lay wait for
ἐνειλέω,en-i-leh'-o,wrap in
ἐνεργέω,en-erg-eh'-o,"do, (be) effectual (fervent), be mighty in, shew forth self, work (effectually in)"
ἐνεργής,en-er-gace',"effectual, powerful"
ἐνευλογέω,en-yoo-log-eh'-o,bless
ἐνθάδε,en-thad'-eh,"(t-)here, hither"
ἐνθυμέομαι,en-thoo-meh'-om-ahee,think
ἐνθύμησις,en-thoo'-may-sis,"device, thought"
ἐνιαυτός,en-ee-ow-tos',year
ἐνισχύω,en-is-khoo'-o,strengthen
ἐννέα,en-neh'-ah,nine
ἐννενηκονταεννέα,en-nen-ay-kon-tah-en-neh'-ah,ninety and nine
ἐννεός,en-neh-os',speechless
ἐννεύω,en-nyoo'-o,make signs
ἐνοικέω,en-oy-keh'-o,dwell in
ἐνοχλέω,en-okh-leh'-o,trouble
ἐντέλλομαι,en-tel'-lom-ahee,"(give) charge, (give) command(-ments), injoin"
ἐνταφιάζω,en-taf-ee-ad'-zo,bury
ἐνταφιασμός,en-taf-ee-as-mos',burying
ἐντεῦθεν,ent-yoo'-then,"(from) hence, on either side"
ἐντολή,en-tol-ay',"commandment, precept"
ἐντρέπω,en-trep'-o,"regard, (give) reference, shame"
ἐντρέφω,en-tref'-o,nourish up in
ἐντροπή,en-trop-ay',shame
ἐντρυφάω,en-troo-fah'-o,sporting selves
ἐντυγχάνω,en-toong-khan'-o,"deal with, make intercession"
ἐντυλίσσω,en-too-lis'-so,wrap in (together)
ἐντυπόω,en-too-po'-o,engrave
ἐντόπιος,en-top'-ee-os,of that place
ἐντός,en-tos',within
ἐνυβρίζω,en-oo-brid'-zo,do despite unto
ἐνυπνιάζομαι,en-oop-nee-ad'-zom-ahee,dream(-er)
ἐνωτίζομαι,en-o-tid'-zom-ahee,hearken
ἐνύπνιον,en-oop'-nee-on,dream
ἐνώπιον,en-o'-pee-on,"before, in the presence (sight) of, to"
ἐξάγω,ex-ag'-o,"bring forth (out), fetch (lead) out"
ἐξάλλομαι,ex-al'-lom-ahee,leap up
ἐξάπινα,ex-ap'-ee-nah,suddenly
ἐξέλκω,ex-el'-ko,draw away
ἐξέραμα,ex-er'-am-ah,vomit
ἐξέρχομαι,ex-er'-khom-ahee,"come (forth, out), depart (out of), escape, get out, go (abroad, away, forth, out, thence), proceed (forth), spread abroad"
ἐξίστημι,ex-is'-tay-mee,"amaze, be (make) astonished, be beside self (selves), bewitch, wonder"
ἐξαίρω,ex-ah'-ee-ro,put (take) away
ἐξαίφνης,ex-ah'-eef-nace,suddenly
ἐξαγγέλλω,ex-ang-el'-lo,shew forth
ἐξαγοράζω,ex-ag-or-ad'-zo,redeem
ἐξαιρέω,ex-ahee-reh'-o,"deliver, pluck out, rescue"
ἐξαιτέομαι,ex-ahee-teh'-om-ahee,desire
ἐξακολουθέω,ex-ak-ol-oo-theh'-o,follow
ἐξαλείφω,ex-al-i'-fo,"blot out, wipe away"
ἐξανάστασις,ex-an-as'-tas-is,resurrection
ἐξανίστημι,ex-an-is'-tay-mee,raise (rise) up
ἐξανατέλλω,ex-an-at-el'-lo,spring up
ἐξαπατάω,ex-ap-at-ah'-o,"beguile, deceive"
ἐξαπορέομαι,ex-ap-or-eh'-om-ahee,(in) despair
ἐξαποστέλλω,ex-ap-os-tel'-lo,"send (away, forth, out)"
ἐξαρτίζω,ex-ar-tid'-zo,"accomplish, thoroughly furnish"
ἐξαστράπτω,ex-as-trap'-to,glistening
ἐξαυτῆς,ex-ow'-tace,"by and by, immediately, presently, straightway"
ἐξεγείρω,ex-eg-i'-ro,raise up
ἐξελέγχω,ex-el-eng'-kho,convince
ἐξερευνάω,ex-er-yoo-nah'-o,search diligently
ἐξετάζω,ex-et-ad'-zo,"ask, enquire, search"
ἐξηγέομαι,ex-ayg-eh'-om-ahee,"declare, tell"
ἐξηχέομαι,ex-ay-kheh'-om-ahee,sound forth
ἐξισχύω,ex-is-khoo'-o,be able
ἐξολοθρεύω,ex-ol-oth-ryoo'-o,destroy
ἐξομολογέω,ex-om-ol-og-eh'-o,"confess, profess, promise"
ἐξορκίζω,ex-or-kid'-zo,adjure
ἐξορκιστής,ex-or-kis-tace',exorcist
ἐξορύσσω,ex-or-oos'-so,"break up, pluck out"
ἐξουδενόω,ex-oo-den-o'-o,set at nought
ἐξουθενέω,ex-oo-then-eh'-o,"contemptible, despise, least esteemed, set at nought"
ἐξουσία,ex-oo-see'-ah,"authority, jurisdiction, liberty, power, right, strength"
ἐξουσιάζω,ex-oo-see-ad'-zo,"exercise authority upon, bring under the (have) power of"
ἐξοχή,ex-okh-ay',principal
ἐξυπνίζω,ex-oop-nid'-zo,awake out of sleep
ἐξωθέω,ex-o-theh'-o,"drive out, thrust in"
ἐξώτερος,ex-o'-ter-os,outer
ἐπάγγελμα,ep-ang'-el-mah,promise
ἐπάγω,ep-ag'-o,bring upon
ἐπάν,ep-an',when
ἐπάναγκες,ep-an'-ang-kes,necessary
ἐπάνω,ep-an'-o,"above, more than, (up-)on, over"
ἐπέκεινα,ep-ek'-i-nah,beyond
ἐπέρχομαι,ep-er'-khom-ahee,"come (in, upon)"
ἐπέχω,ep-ekh'-o,"give (take) heed unto, hold forth, mark, stay"
ἐπί,ep-ee',"about (the times), above, after, against, among, as long as (touching), at, beside, X have charge of, (be-, (where-))fore, in (a place, as much as, the time of, -to), (because) of, (up-)on (behalf of), over, (by, for) the space of, through(-out), (un-)to(-ward), with"
ἐπίβλημα,ep-ib'-lay-mah,piece
ἐπίγειος,ep-ig'-i-os,"earthly, in earth, terrestrial"
ἐπίγνωσις,ep-ig'-no-sis,"(ac-)knowledge(-ing, - ment)"
ἐπίθεσις,ep-ith'-es-is,laying (putting) on
ἐπίκειμαι,ep-ik'-i-mahee,"impose, be instant, (be) laid (there-, up-)on, (when) lay (on), lie (on), press upon"
ἐπίλοιπος,ep-il'-oy-pos,rest
ἐπίλυσις,ep-il'-oo-sis,interpretation
ἐπίνοια,ep-in'-oy-ah,thought
ἐπίορκος,ep-ee'-or-kos,perjured person
ἐπίσημος,ep-is'-ay-mos,"notable, of note"
ἐπίσκοπος,ep-is'-kop-os,"bishop, overseer"
ἐπίσταμαι,ep-is'-tam-ahee,"know, understand"
ἐπίτροπος,ep-it'-rop-os,"steward, tutor"
ἐπαίρω,ep-ahee'-ro,"exalt self, poise (lift, take) up"
ἐπαγγέλλω,ep-ang-el'-lo,"profess, (make) promise"
ἐπαγγελία,ep-ang-el-ee'-ah,"message, promise"
ἐπαγωνίζομαι,ep-ag-o-nid'-zom-ahee,earnestly contend for
ἐπαθροίζω,ep-ath-roid'-zo,gather thick together
ἐπαινέω,ep-ahee-neh'-o,"commend, laud, praise"
ἐπαισχύνομαι,ep-ahee-skhoo'-nom-ahee,be ashamed
ἐπαιτέω,ep-ahee-teh'-o,beg
ἐπακολουθέω,ep-ak-ol-oo-theh'-o,follow (after)
ἐπακούω,ep-ak-oo'-o,hear
ἐπακροάομαι,ep-ak-ro-ah'-om-ahee,hear
ἐπανάγω,ep-an-ag'-o,"launch (thrust) out, return"
ἐπανέρχομαι,ep-an-er'-khom-ahee,"come again, return"
ἐπανίσταμαι,ep-an-is'-tam-ahee,rise up against
ἐπαναμιμνήσκω,ep-an-ah-mim-nace'-ko,put in mind
ἐπαναπαύομαι,ep-an-ah-pow'-om-ahee,rest in (upon)
ἐπανόρθωσις,ep-an-or'-tho-sis,correction
ἐπαρκέω,ep-ar-keh'-o,relieve
ἐπαρχία,ep-ar-khee'-ah,province
ἐπαυτοφώρῳ,ep-ow-tof-o'-ro,in the very act
ἐπαφρίζω,ep-af-rid'-zo,foam out
ἐπαύριον,ep-ow'-ree-on,"day following, morrow, next day (after)"
ἐπεί,ep-i',"because, else, for that (then, -asmuch as), otherwise, seeing that, since, when"
ἐπείπερ,ep-i'-per,seeing
ἐπεγείρω,ep-eg-i'-ro,"raise, stir up"
ἐπειδή,ep-i-day',"after that, because, for (that, -asmuch as), seeing, since"
ἐπειδήπερ,ep-i-day'-per,forasmuch
ἐπεισαγωγή,ep-ice-ag-o-gay',bringing in
ἐπεκτείνομαι,ep-ek-ti'-nom-ahee,reach forth
ἐπενδύομαι,ep-en-doo'-om-ahee,be clothed upon
ἐπενδύτης,ep-en-doo'-tace,fisher's coat
ἐπερωτάω,ep-er-o-tah'-o,"ask (after, questions), demand, desire, question"
ἐπερώτημα,ep-er-o'-tay-mah,answer
ἐπεῖδον,ep-i'-don,"behold, look upon"
ἐπηρεάζω,ep-ay-reh-ad'-zo,"use despitefully, falsely accuse"
ἐπιβάλλω,ep-ee-bal'-lo,"beat into, cast (up-)on, fall, lay (on), put (unto), stretch forth, think on"
ἐπιβαίνω,ep-ee-bah'-ee-no,"come (into), enter into, go abroad, sit upon, take ship"
ἐπιβαρέω,ep-ee-bar-eh'-o,"be chargeable to, overcharge"
ἐπιβιβάζω,ep-ee-bee-bad'-zo,set on
ἐπιβλέπω,ep-ee-blep'-o,"look upon, regard, have respect to"
ἐπιβοάω,ep-ee-bo-ah'-o,cry
ἐπιβουλή,ep-ee-boo-lay',laying (lying) in wait
ἐπιγίνομαι,ep-ig-in'-om-ahee,blow
ἐπιγαμβρεύω,ep-ee-gam-bryoo'-o,marry
ἐπιγινώσκω,ep-ig-in-oce'-ko,"(ac-, have, take)know(-ledge, well), perceive"
ἐπιγράφω,ep-ee-graf'-o,"inscription, write in (over, thereon)"
ἐπιγραφή,ep-ig-raf-ay',superscription
ἐπιδέχομαι,ep-ee-dekh'-om-ahee,receive
ἐπιδίδωμι,ep-ee-did'-o-mee,"deliver unto, give, let (+ (her drive)), offer"
ἐπιδείκνυμι,ep-ee-dike'-noo-mee,shew
ἐπιδημέω,ep-ee-day-meh'-o,"(be) dwelling (which were) there, stranger"
ἐπιδιατάσσομαι,ep-ee-dee-ah-tas'-som-ahee,add to
ἐπιδιορθόω,ep-ee-dee-or-tho'-o,set in order
ἐπιδύω,ep-ee-doo'-o,go down
ἐπιείκεια,ep-ee-i'-ki-ah,"clemency, gentleness"
ἐπιεικής,ep-ee-i-kace',"gentle, moderation, patient"
ἐπιζητέω,ep-eed-zay-teh'-o,"desire, enquire, seek (after, for)"
ἐπιθανάτιος,ep-ee-than-at'-ee-os,appointed to death
ἐπιθυμέω,ep-ee-thoo-meh'-o,"covet, desire, would fain, lust (after)"
ἐπιθυμία,ep-ee-thoo-mee'-ah,"concupiscence, desire, lust (after)"
ἐπιθυμητής,ep-ee-thoo-may-tace',+ lust after
ἐπικάλυμα,ep-ee-kal'-oo-mah,cloke
ἐπικαθίζω,ep-ee-kath-id'-zo,set on
ἐπικαλέομαι,ep-ee-kal-eh'-om-ahee,"appeal (unto), call (on, upon), surname"
ἐπικαλύπτω,ep-ee-kal-oop'-to,cover
ἐπικατάρατος,ep-ee-kat-ar'-at-os,accursed
ἐπικουρία,ep-ee-koo-ree'-ah,help
ἐπικρίνω,ep-ee-kree'-no,give sentence
ἐπιλέγομαι,ep-ee-leg'-om-ahee,"call, choose"
ἐπιλαμβάνομαι,ep-ee-lam-ban'-om-ahee,"catch, lay hold (up-)on, take (by, hold of, on)"
ἐπιλανθάνομαι,ep-ee-lan-than'-om-ahee,(be) forget(-ful of)
ἐπιλείπω,ep-ee-li'-po,fail
ἐπιλησμονή,ep-ee-lace-mon-ay',X forgetful
ἐπιλύω,ep-ee-loo'-o,"determine, expound"
ἐπιμέλεια,ep-ee-mel'-i-ah,+ refresh self
ἐπιμένω,ep-ee-men'-o,"abide (in), continue (in), tarry"
ἐπιμαρτυρέω,ep-ee-mar-too-reh'-o,testify
ἐπιμελέομαι,ep-ee-mel-eh'-om-ahee,take care of
ἐπιμελῶς,ep-ee-mel-oce',diligently
ἐπινεύω,ep-een-yoo'-o,consent
ἐπιορκέω,ep-ee-or-keh'-o,forswear self
ἐπιούσιος,ep-ee-oo'-see-os,daily
ἐπιοῦσα,ep-ee-oo'-sah,"following, next"
ἐπιπίπτω,ep-ee-pip'-to,"fall into (on, upon) lie on, press upon"
ἐπιπλήσσω,ep-ee-place'-so,rebuke
ἐπιπνίγω,ep-ee-pnee'-go,choke
ἐπιποθέω,ep-ee-poth-eh'-o,"(earnestly) desire (greatly), (greatly) long (after), lust"
ἐπιποθία,ep-ee-poth-ee'-ah,great desire
ἐπιπορεύομαι,ep-ee-por-yoo'-om-ahee,come
ἐπιπόθησις,ep-ee-poth'-ay-sis,earnest (vehement) desire
ἐπιπόθητος,ep-ee-poth'-ay-tos,longed for
ἐπισιτισμός,ep-ee-sit-is-mos',victuals
ἐπισκέπτομαι,ep-ee-skep'-tom-ahee,"look out, visit"
ἐπισκηνόω,ep-ee-skay-no'-o,rest upon
ἐπισκιάζω,ep-ee-skee-ad'-zo,overshadow
ἐπισκοπέω,ep-ee-skop-eh'-o,"look diligently, take the oversight"
ἐπισκοπή,ep-is-kop-ay',"the office of a ""bishop"", bishoprick, visitation"
ἐπισπάομαι,ep-ee-spah'-om-ahee,become uncircumcised
ἐπιστάτης,ep-is-tat'-ace,master
ἐπιστέλλω,ep-ee-stel'-lo,"write (a letter, unto)"
ἐπιστήμων,ep-ee-stay'-mone,endued with knowledge
ἐπιστηρίζω,ep-ee-stay-rid'-zo,"confirm, strengthen"
ἐπιστολή,ep-is-tol-ay',"""epistle,"" letter"
ἐπιστομίζω,ep-ee-stom-id'-zo,stop mouths
ἐπιστρέφω,ep-ee-stref'-o,"come (go) again, convert, (re-)turn (about, again)"
ἐπιστροφή,ep-is-trof-ay',conversion
ἐπισυνάγω,ep-ee-soon-ag'-o,gather (together)
ἐπισυναγωγή,ep-ee-soon-ag-o-gay',assembling (gathering) together
ἐπισυντρέχω,ep-ee-soon-trekh'-o,come running together
ἐπισφαλής,ep-ee-sfal-ace',dangerous
ἐπισχύω,ep-is-khoo'-o,be the more fierce
ἐπισωρεύω,ep-ee-so-ryoo'-o,heap
ἐπισύστασις,ep-ee-soo'-stas-is,"that which cometh upon, + raising up"
ἐπιτάσσω,ep-ee-tas'-so,"charge, command, injoin"
ἐπιτήδειος,ep-ee-tay'-di-os,things which are needful
ἐπιτίθημι,ep-ee-tith'-ay-mee,"add unto, lade, lay upon, put (up) on, set on (up), + surname, X wound"
ἐπιταγή,ep-ee-tag-ay',"authority, commandment"
ἐπιτελέω,ep-ee-tel-eh'-o,"accomplish, do, finish, (make) (perfect), perform(X -ance)"
ἐπιτιμάω,ep-ee-tee-mah'-o,"(straitly) charge, rebuke"
ἐπιτιμία,ep-ee-tee-mee'-ah,punishment
ἐπιτρέπω,ep-ee-trep'-o,"give leave (liberty, license), let, permit, suffer"
ἐπιτροπή,ep-ee-trop-ay',commission
ἐπιτυγχάνω,ep-ee-toong-khan'-o,obtain
ἐπιφάνεια,ep-if-an'-i-ah,"appearing, brightness"
ἐπιφέρω,ep-ee-fer'-o,"add, bring (against), take"
ἐπιφαίνω,ep-ee-fah'-ee-no,"appear, give light"
ἐπιφανής,ep-if-an-ace',notable
ἐπιφαύω,ep-ee-fow'-o,give light
ἐπιφωνέω,ep-ee-fo-neh'-o,"cry (against), give a shout"
ἐπιφώσκω,ep-ee-foce'-ko,"begin to dawn, X draw on"
ἐπιχέω,ep-ee-kheh'-o,pour in
ἐπιχειρέω,ep-ee-khi-reh'-o,"go about, take in hand (upon)"
ἐπιχορηγέω,ep-ee-khor-ayg-eh'-o,"add, minister (nourishment, unto)"
ἐπιχορηγία,ep-ee-khor-ayg-ee'-ah,supply
ἐπιχρίω,ep-ee-khree'-o,anoint
ἐπιῤῥάπτω,ep-ir-hrap'-to,sew on
ἐπιῤῥίπτω,ep-ir-hrip'-to,cast upon
ἐποικοδομέω,ep-oy-kod-om-eh'-o,"build thereon (thereupon, on, upon)"
ἐποκέλλω,ep-ok-el'-lo,run aground
ἐπονομάζω,ep-on-om-ad'-zo,call
ἐποπτεύω,ep-opt-yoo'-o,behold
ἐπουράνιος,ep-oo-ran'-ee-os,"celestial, (in) heaven(-ly), high"
ἐπόπτης,ep-op'-tace,eye-witness
ἐρέω,er-eh'-o,"call, say, speak (of), tell"
ἐρήμωσις,er-ay'-mo-sis,desolation
ἐρίζω,er-id'-zo,strive
ἐρίφιον,er-if'-ee-on,goat
ἐργάζομαι,er-gad'-zom-ahee,"commit, do, labor for, minister about, trade (by), work"
ἐργάτης,er-gat'-ace,"labourer, worker(-men)"
ἐργασία,er-gas-ee'-ah,"craft, diligence, gain, work"
ἐρείδω,er-i'-do,stick fast
ἐρεθίζω,er-eth-id'-zo,provoke
ἐρευνάω,er-yoo-nah'-o,search
