strong,lemma,translit,gloss
G1633,ἐκχωρέω,ek-kho-reh'-o,depart out
G1634,ἐκψύχω,ek-psoo'-kho,give (yield) up the ghost
G1635,ἑκών,hek-own',willingly
G1636,ἐλαία,el-ah'-yah,"olive (berry, tree)"
G1637,ἔλαιον,el'-ah-yon,oil
G1638,ἐλαιών,el-ah-yone',Olivet
G1639,Ἐλαμίτης,el-am-ee'-tace,Elamite
G1640,ἐλάσσων,el-as'-sone,"less, under, worse, younger"
G1641,ἐλαττονέω,el-at-ton-eh-o,have lack
G1642,ἐλαττόω,el-at-to'-o,"decrease, make lower"
G1643,ἐλαύνω,el-ow'-no,"carry, drive, row"
G1644,ἐλαφρία,el-af-ree'-ah,lightness
G1645,ἐλαφρός,el-af-ros',light
G1646,ἐλάχιστος,el-akh'-is-tos,"least, very little (small), smallest"
G1647,ἐλαχιστότερος,el-akh-is-tot'-er-os,less than the least
G1648,Ἐλεάζαρ,el-eh-ad'-zar,Eleazar
G1649,ἔλεγξις,el'-eng-xis,rebuke
G1650,ἔλεγχος,el'-eng-khos,"evidence, reproof"
G1651,ἐλέγχω,el-eng'-kho,"convict, convince, tell a fault, rebuke, reprove"
G1652,ἐλεεινός,el-eh-i-nos',miserable
G1653,ἐλεέω,el-eh-eh'-o,"have compassion (pity on), have (obtain, receive, shew) mercy (on)"
G1654,ἐλεημοσύνη,el-eh-ay-mos-oo'-nay,alms(-deeds)
G1655,ἐλεήμων,el-eh-ay'-mone,merciful
G1656,ἔλεος,el'-eh-os,(+ tender) mercy
G1657,ἐλευθερία,el-yoo-ther-ee'-ah,liberty
G1658,ἐλεύθερος,el-yoo'-ther-os,"free (man, woman), at liberty"
G1659,ἐλευθερόω,el-yoo-ther-o'-o,"deliver, make free"
G1660,ἔλευσις,el'-yoo-sis,coming
G1661,ἐλεφάντινος,el-ef-an'-tee-nos,of ivory
G1662,Ἐλιακείμ,el-ee-ak-ime',Eliakim
G1663,Ἐλιέζερ,el-ee-ed'-zer,Eliezer
G1664,Ἐλιούδ,el-ee-ood',Eliud
G1665,Ἐλισάβετ,el-ee-sab'-et,Elisabeth
G1666,Ἐλισσαῖος,el-is-sah'-yos,Elissæus
G1667,ἑλίσσω,hel-is'-so,fold up
G1668,ἕλκος,hel'-kos,sore
G1669,ἑλκόω,hel-ko'-o,full of sores
G1670,ἑλκύω,hel-koo'-o,draw
G1671,Ἑλλάς,hel-las',Greece
G1672,Ἕλλην,hel'-lane,"Gentile, Greek"
G1673,Ἑλληνικός,hel-lay-nee-kos',Greek
G1674,Ἑλληνίς,hel-lay-nis',Greek
G1675,Ἑλληνιστής,hel-lay-nis-tace',Grecian
G1676,Ἑλληνιστί,hel-lay-nis-tee',Greek
G1677,ἐλλογέω,el-log-eh'-o,"impute, put on account"
G1678,Ἐλμωδάμ,el-mo-dam',Elmodam
G1679,ἐλπίζω,el-pid'-zo,"(have, thing) hope(-d) (for), trust"
G1680,ἐλπίς,el-pece',"faith, hope"
G1681,Ἐλύμας,el-oo'-mas,Elymas
G1682,ἐλοΐ,el-o-ee',Eloi
G1683,ἐμαυτοῦ,em-ow-too',"me, mine own (self), myself"
G1684,ἐμβαίνω,em-ba'-hee-no,"come (get) into, enter (into), go (up) into, step in, take ship"
G1685,ἐμβάλλω,em-bal'-lo,cast into
G1686,ἐμβάπτω,em-bap'-to,dip
G1687,ἐμβατεύω,em-bat-yoo'-o,intrude into
G1688,ἐμβιβάζω,em-bib-ad'-zo,put in
G1689,ἐμβλέπω,em-blep'-o,"behold, gaze up, look upon, (could) see"
G1690,ἐμβριμάομαι,em-brim-ah'-om-ahee,"straitly charge, groan, murmur against"
G1691,ἐμέ,em-eh',"I, me, my(-self)"
G1692,ἐμέω,em-eh'-o,(will) spue
G1693,ἐμμαίνομαι,em-mah'-ee-nom-ahee,be mad against
G1694,Ἐμμανουήλ,em-man-oo-ale',Emmanuel
G1695,Ἐμμαούς,em-mah-ooce',Emmaus
G1696,ἐμμένω,em-men'-o,continue
G1697,Ἐμμόρ,em-mor',Emmor
G1698,ἐμοί,em-oy',"I, me, mine, my"
G1699,ἐμός,em-os',"of me, mine (own), my"
G1700,ἐμοῦ,em-oo',"me, mine, my"
G1701,ἐμπαιγμός,emp-aheeg-mos',mocking
G1702,ἐμπαίζω,emp-aheed'-zo,mock
G1703,ἐμπαίκτης,emp-aheek-tace',"mocker, scoffer"
G1704,ἐμπεριπατέω,em-per-ee-pat-eh'-o,walk in
G1705,ἐμπίπλημι,em-pip'-lay-mee,fill
G1706,ἐμπίπτω,em-pip'-to,fall among (into)
G1707,ἐμπλέκω,em-plek'-o,"entangle (in, self with)"
G1708,ἐμπλοκή,em-plok-ay',plaiting
G1709,ἐμπνέω,emp-neh'-o,breathe
G1710,ἐμπορεύομαι,em-por-yoo'-om-ahee,"buy and sell, make merchandise"
G1711,ἐμπορία,em-por-ee'-ah,merchandise
G1712,ἐμπόριον,em-por'-ee-on,merchandise
G1713,ἔμπορος,em'-por-os,merchant
G1714,ἐμπρήθω,em-pray'-tho,burn up
G1715,ἔμπροσθεν,em'-pros-then,"against, at, before, (in presence, sight) of"
G1716,ἐμπτύω,emp-too'-o,spit (upon)
G1717,ἐμφανής,em-fan-ace',"manifest, openly"
G1718,ἐμφανίζω,em-fan-id'-zo,"appear, declare (plainly), inform, (will) manifest, shew, signify"
G1719,ἔμφοβος,em'-fob-os,"affrighted, afraid, tremble"
G1720,ἐμφυσάω,em-foo-sah'-o,breathe on
G1721,ἔμφυτος,em'-foo-tos,engrafted
G1722,ἐν,en,"about, after, against, + almost, X altogether, among, X as, at, before, between, (here-)by (+ all means), for (… sake of), + give self wholly to, (here-)in(-to, -wardly), X mightily, (because) of, (up-)on, (open-)ly, X outwardly, one, X quickly, X shortly, (speedi-)ly, X that, X there(-in, -on), through(-out), (un-)to(-ward), under, when, where(-with), while, with(-in)"
G1723,ἐναγκαλίζομαι,en-ang-kal-id'-zom-ahee,take up in arms
G1724,ἐνάλιος,en-al'-ee-os,thing in the sea
G1725,ἔναντι,en'-an-tee,before
G1726,ἐναντίον,en-an-tee'-on,"before, in the presence of"
G1727,ἐναντίος,en-an-tee'-os,"(over) against, contrary"
G1728,ἐνάρχομαι,en-ar'-khom-ahee,rule (by mistake for archo)
G1729,ἐνδεής,en-deh-ace',lacking
G1730,ἔνδειγμα,en'-dighe-mah,manifest token
G1731,ἐνδείκνυμι,en-dike'-noo-mee,"do, show (forth)"
G1732,ἔνδειξις,en'-dike-sis,"declare, evident token, proof"
G1733,ἕνδεκα,hen'-dek-ah,eleven
G1734,ἑνδέκατος,hen-dek'-at-os,eleventh
G1735,ἐνδέχεται,en-dekh'-et-ahee,can (+ not) be
G1736,ἐνδημέω,en-day-meh'-o,be at home (present)
G1737,ἐνδιδύσκω,en-did-oos'-ko,"clothe in, wear"
G1738,ἔνδικος,en'-dee-kos,just
G1739,ἐνδόμησις,en-dom'-ay-sis,building
G1740,ἐνδοξάζω,en-dox-ad'-zo,glorify
G1741,ἔνδοξος,en'-dox-os,"glorious, gorgeous(-ly), honourable"
G1742,ἔνδυμα,en'-doo-mah,"clothing, garment, raiment"
G1743,ἐνδυναμόω,en-doo-nam-o'-o,"enable, (increase in) strength(-en), be (make) strong"
G1744,ἐνδύνω,en-doo'-no,creep
G1745,ἔνδυσις,en'-doo-sis,putting on
G1746,ἐνδύω,en-doo'-o,"array, clothe (with), endue, have (put) on"
G1747,ἐνέδρα,en-ed'-rah,lay wait
G1748,ἐνεδρεύω,en-ed-ryoo'-o,lay wait for
G1749,ἔνεδρον,en'-ed-ron,lying in wait
G1750,ἐνειλέω,en-i-leh'-o,wrap in
G1751,ἔνειμι,en'-i-mee,such things as … have
G1752,ἕνεκα,hen'-ek-ah,"because, for (cause, sake), (where-)fore, by reason of, that"
G1753,ἐνέργεια,en-erg'-i-ah,"operation, strong, (effectual) working"
G1754,ἐνεργέω,en-erg-eh'-o,"do, (be) effectual (fervent), be mighty in, shew forth self, work (effectually in)"
G1755,ἐνέργημα,en-erg'-ay-mah,"operation, working"
G1756,ἐνεργής,en-er-gace',"effectual, powerful"
G1757,ἐνευλογέω,en-yoo-log-eh'-o,bless
G1758,ἐνέχω,en-ekh'-o,"entangle with, have a quarrel against, urge"
G1759,ἐνθάδε,en-thad'-eh,"(t-)here, hither"
G1760,ἐνθυμέομαι,en-thoo-meh'-om-ahee,think
G1761,ἐνθύμησις,en-thoo'-may-sis,"device, thought"
G1762,ἔνι,en'-ee,"be, (there) is"
G1763,ἐνιαυτός,en-ee-ow-tos',year
G1764,ἐνίστημι,en-is'-tay-mee,"come, be at hand, present"
G1765,ἐνισχύω,en-is-khoo'-o,strengthen
G1766,ἔννατος,en'-nat-os,ninth
G1767,ἐννέα,en-neh'-ah,nine
G1768,ἐννενηκονταεννέα,en-nen-ay-kon-tah-en-neh'-ah,ninety and nine
G1769,ἐννεός,en-neh-os',speechless
G1770,ἐννεύω,en-nyoo'-o,make signs
G1771,ἔννοια,en'-noy-ah,"intent, mind"
G1772,ἔννομος,en'-nom-os,"lawful, under law"
G1773,ἔννυχον,en'-noo-khon,before day
G1774,ἐνοικέω,en-oy-keh'-o,dwell in
G1775,ἑνότης,hen-ot-ace',unity
G1776,ἐνοχλέω,en-okh-leh'-o,trouble
G1777,ἔνοχος,en'-okh-os,"in danger of, guilty of, subject to"
G1778,ἔνταλμα,en'-tal-mah,commandment
G1779,ἐνταφιάζω,en-taf-ee-ad'-zo,bury
G1780,ἐνταφιασμός,en-taf-ee-as-mos',burying
G1781,ἐντέλλομαι,en-tel'-lom-ahee,"(give) charge, (give) command(-ments), injoin"
G1782,ἐντεῦθεν,ent-yoo'-then,"(from) hence, on either side"
G1783,ἔντευξις,ent'-yook-sis,"intercession, prayer"
G1784,ἔντιμος,en'-tee-mos,"dear, more honourable, precious, in reputation"
G1785,ἐντολή,en-tol-ay',"commandment, precept"
G1786,ἐντόπιος,en-top'-ee-os,of that place
G1787,ἐντός,en-tos',within
G1788,ἐντρέπω,en-trep'-o,"regard, (give) reference, shame"
G1789,ἐντρέφω,en-tref'-o,nourish up in
G1790,ἔντρομος,en'-trom-os,"X quake, X trembled"
G1791,ἐντροπή,en-trop-ay',shame
G1792,ἐντρυφάω,en-troo-fah'-o,sporting selves
G1793,ἐντυγχάνω,en-toong-khan'-o,"deal with, make intercession"
G1794,ἐντυλίσσω,en-too-lis'-so,wrap in (together)
G1795,ἐντυπόω,en-too-po'-o,engrave
G1796,ἐνυβρίζω,en-oo-brid'-zo,do despite unto
G1797,ἐνυπνιάζομαι,en-oop-nee-ad'-zom-ahee,dream(-er)
G1798,ἐνύπνιον,en-oop'-nee-on,dream
G1799,ἐνώπιον,en-o'-pee-on,"before, in the presence (sight) of, to"
G1800,Ἐνώς,en-oce',Enos
G1801,ἐνωτίζομαι,en-o-tid'-zom-ahee,hearken
G1802,Ἐνώχ,en-oke',Enoch
G1803,ἕξ,hex,six
G1804,ἐξαγγέλλω,ex-ang-el'-lo,shew forth
G1805,ἐξαγοράζω,ex-ag-or-ad'-zo,redeem
G1806,ἐξάγω,ex-ag'-o,"bring forth (out), fetch (lead) out"
G1807,ἐξαιρέω,ex-ahee-reh'-o,"deliver, pluck out, rescue"
G1808,ἐξαίρω,ex-ah'-ee-ro,put (take) away
G1809,ἐξαιτέομαι,ex-ahee-teh'-om-ahee,desire
G1810,ἐξαίφνης,ex-ah'-eef-nace,suddenly
G1811,ἐξακολουθέω,ex-ak-ol-oo-theh'-o,follow
G1812,ἑξακόσιοι,hex-ak-os'-ee-oy,six hundred
G1813,ἐξαλείφω,ex-al-i'-fo,"blot out, wipe away"
G1814,ἐξάλλομαι,ex-al'-lom-ahee,leap up
G1815,ἐξανάστασις,ex-an-as'-tas-is,resurrection
G1816,ἐξανατέλλω,ex-an-at-el'-lo,spring up
G1817,ἐξανίστημι,ex-an-is'-tay-mee,raise (rise) up
G1818,ἐξαπατάω,ex-ap-at-ah'-o,"beguile, deceive"
G1819,ἐξάπινα,ex-ap'-ee-nah,suddenly
G1820,ἐξαπορέομαι,ex-ap-or-eh'-om-ahee,(in) despair
G1821,ἐξαποστέλλω,ex-ap-os-tel'-lo,"send (away, forth, out)"
G1822,ἐξαρτίζω,ex-ar-tid'-zo,"accomplish, thoroughly furnish"
G1823,ἐξαστράπτω,ex-as-trap'-to,glistening
G1824,ἐξαυτῆς,ex-ow'-tace,"by and by, immediately, presently, straightway"
G1825,ἐξεγείρω,ex-eg-i'-ro,raise up
G1826,ἔξειμι,ex'-i-mee,"depart, get (to land), go out"
G1827,ἐξελέγχω,ex-el-eng'-kho,convince
G1828,ἐξέλκω,ex-el'-ko,draw away
G1829,ἐξέραμα,ex-er'-am-ah,vomit
G1830,ἐξερευνάω,ex-er-yoo-nah'-o,search diligently
G1831,ἐξέρχομαι,ex-er'-khom-ahee,"come (forth, out), depart (out of), escape, get out, go (abroad, away, forth, out, thence), proceed (forth), spread abroad"
G1832,ἔξεστι,ex'-es-tee,"be lawful, let, X may(-est)"
G1833,ἐξετάζω,ex-et-ad'-zo,"ask, enquire, search"
G1834,ἐξηγέομαι,ex-ayg-eh'-om-ahee,"declare, tell"
G1835,ἑξήκοντα,hex-ay'-kon-tah,"sixty(-fold), threescore"
G1836,ἑξῆς,hex-ace',"after, following, X morrow, next"
G1837,ἐξηχέομαι,ex-ay-kheh'-om-ahee,sound forth
G1838,ἕξις,hex'-is,use
G1839,ἐξίστημι,ex-is'-tay-mee,"amaze, be (make) astonished, be beside self (selves), bewitch, wonder"
G1840,ἐξισχύω,ex-is-khoo'-o,be able
G1841,ἔξοδος,ex'-od-os,"decease, departing"
G1842,ἐξολοθρεύω,ex-ol-oth-ryoo'-o,destroy
G1843,ἐξομολογέω,ex-om-ol-og-eh'-o,"confess, profess, promise"
G1844,ἐξορκίζω,ex-or-kid'-zo,adjure
G1845,ἐξορκιστής,ex-or-kis-tace',exorcist
G1846,ἐξορύσσω,ex-or-oos'-so,"break up, pluck out"
G1847,ἐξουδενόω,ex-oo-den-o'-o,set at nought
G1848,ἐξουθενέω,ex-oo-then-eh'-o,"contemptible, despise, least esteemed, set at nought"
G1849,ἐξουσία,ex-oo-see'-ah,"authority, jurisdiction, liberty, power, right, strength"
G1850,ἐξουσιάζω,ex-oo-see-ad'-zo,"exercise authority upon, bring under the (have) power of"
G1851,ἐξοχή,ex-okh-ay',principal
G1852,ἐξυπνίζω,ex-oop-nid'-zo,awake out of sleep
G1853,ἔξυπνος,ex'-oop-nos,X out of sleep
G1854,ἔξω,ex'-o,"away, forth, (with-)out (of, -ward), strange"
G1855,ἔξωθεν,ex'-o-then,"out(-side, -ward, - wardly), (from) without"
G1856,ἐξωθέω,ex-o-theh'-o,"drive out, thrust in"
G1857,ἐξώτερος,ex-o'-ter-os,outer
G1858,ἑορτάζω,heh-or-tad'-zo,keep the feast
G1859,ἑορτή,heh-or-tay',"feast, holyday"
G1860,ἐπαγγελία,ep-ang-el-ee'-ah,"message, promise"
G1861,ἐπαγγέλλω,ep-ang-el'-lo,"profess, (make) promise"
G1862,ἐπάγγελμα,ep-ang'-el-mah,promise
G1863,ἐπάγω,ep-ag'-o,bring upon
G1864,ἐπαγωνίζομαι,ep-ag-o-nid'-zom-ahee,earnestly contend for
G1865,ἐπαθροίζω,ep-ath-roid'-zo,gather thick together
G1866,Ἐπαίνετος,ep-a'-hee-net-os,Epenetus
G1867,ἐπαινέω,ep-ahee-neh'-o,"commend, laud, praise"
G1868,ἔπαινος,ep'-ahee-nos,praise
G1869,ἐπαίρω,ep-ahee'-ro,"exalt self, poise (lift, take) up"
G1870,ἐπαισχύνομαι,ep-ahee-skhoo'-nom-ahee,be ashamed
G1871,ἐπαιτέω,ep-ahee-teh'-o,beg
G1872,ἐπακολουθέω,ep-ak-ol-oo-theh'-o,follow (after)
G1873,ἐπακούω,ep-ak-oo'-o,hear
G1874,ἐπακροάομαι,ep-ak-ro-ah'-om-ahee,hear
G1875,ἐπάν,ep-an',when
G1876,ἐπάναγκες,ep-an'-ang-kes,necessary
G1877,ἐπανάγω,ep-an-ag'-o,"launch (thrust) out, return"
G1878,ἐπαναμιμνήσκω,ep-an-ah-mim-nace'-ko,put in mind
G1879,ἐπαναπαύομαι,ep-an-ah-pow'-om-ahee,rest in (upon)
G1880,ἐπανέρχομαι,ep-an-er'-khom-ahee,"come again, return"
G1881,ἐπανίσταμαι,ep-an-is'-tam-ahee,rise up against
G1882,ἐπανόρθωσις,ep-an-or'-tho-sis,correction
G1883,ἐπάνω,ep-an'-o,"above, more than, (up-)on, over"
G1884,ἐπαρκέω,ep-ar-keh'-o,relieve
G1885,ἐπαρχία,ep-ar-khee'-ah,province
G1886,ἔπαυλις,ep'-ow-lis,habitation
G1887,ἐπαύριον,ep-ow'-ree-on,"day following, morrow, next day (after)"
G1888,ἐπαυτοφώρῳ,ep-ow-tof-o'-ro,in the very act
G1889,Ἐπαφρᾶς,ep-af-ras',Epaphras
G1890,ἐπαφρίζω,ep-af-rid'-zo,foam out
G1891,Ἐπαφρόδιτος,ep-af-rod'-ee-tos,Epaphroditus
G1892,ἐπεγείρω,ep-eg-i'-ro,"raise, stir up"
G1893,ἐπεί,ep-i',"because, else, for that (then, -asmuch as), otherwise, seeing that, since, when"
G1894,ἐπειδή,ep-i-day',"after that, because, for (that, -asmuch as), seeing, since"
G1895,ἐπειδήπερ,ep-i-day'-per,forasmuch
G1896,ἐπεῖδον,ep-i'-don,"behold, look upon"
G1897,ἐπείπερ,ep-i'-per,seeing
G1898,ἐπεισαγωγή,ep-ice-ag-o-gay',bringing in
G1899,ἔπειτα,ep'-i-tah,"after that(-ward), then"
G1900,ἐπέκεινα,ep-ek'-i-nah,beyond
G1901,ἐπεκτείνομαι,ep-ek-ti'-nom-ahee,reach forth
G1902,ἐπενδύομαι,ep-en-doo'-om-ahee,be clothed upon
G1903,ἐπενδύτης,ep-en-doo'-tace,fisher's coat
G1904,ἐπέρχομαι,ep-er'-khom-ahee,"come (in, upon)"
G1905,ἐπερωτάω,ep-er-o-tah'-o,"ask (after, questions), demand, desire, question"
G1906,ἐπερώτημα,ep-er-o'-tay-mah,answer
G1907,ἐπέχω,ep-ekh'-o,"give (take) heed unto, hold forth, mark, stay"
G1908,ἐπηρεάζω,ep-ay-reh-ad'-zo,"use despitefully, falsely accuse"
G1909,ἐπί,ep-ee',"about (the times), above, after, against, among, as long as (touching), at, beside, X have charge of, (be-, (where-))fore, in (a place, as much as, the time of, -to), (because) of, (up-)on (behalf of), over, (by, for) the space of, through(-out), (un-)to(-ward), with"
G1910,ἐπιβαίνω,ep-ee-bah'-ee-no,"come (into), enter into, go abroad, sit upon, take ship"
G1911,ἐπιβάλλω,ep-ee-bal'-lo,"beat into, cast (up-)on, fall, lay (on), put (unto), stretch forth, think on"
G1912,ἐπιβαρέω,ep-ee-bar-eh'-o,"be chargeable to, overcharge"
G1913,ἐπιβιβάζω,ep-ee-bee-bad'-zo,set on
G1914,ἐπιβλέπω,ep-ee-blep'-o,"look upon, regard, have respect to"
G1915,ἐπίβλημα,ep-ib'-lay-mah,piece
G1916,ἐπιβοάω,ep-ee-bo-ah'-o,cry
G1917,ἐπιβουλή,ep-ee-boo-lay',laying (lying) in wait
G1918,ἐπιγαμβρεύω,ep-ee-gam-bryoo'-o,marry
G1919,ἐπίγειος,ep-ig'-i-os,"earthly, in earth, terrestrial"
G1920,ἐπιγίνομαι,ep-ig-in'-om-ahee,blow
G1921,ἐπιγινώσκω,ep-ig-in-oce'-ko,"(ac-, have, take)know(-ledge, well), perceive"
G1922,ἐπίγνωσις,ep-ig'-no-sis,"(ac-)knowledge(-ing, - ment)"
G1923,ἐπιγραφή,ep-ig-raf-ay',superscription
G1924,ἐπιγράφω,ep-ee-graf'-o,"inscription, write in (over, thereon)"
G1925,ἐπιδείκνυμι,ep-ee-dike'-noo-mee,shew
G1926,ἐπιδέχομαι,ep-ee-dekh'-om-ahee,receive
G1927,ἐπιδημέω,ep-ee-day-meh'-o,"(be) dwelling (which were) there, stranger"
G1928,ἐπιδιατάσσομαι,ep-ee-dee-ah-tas'-som-ahee,add to
G1929,ἐπιδίδωμι,ep-ee-did'-o-mee,"deliver unto, give, let (+ (her drive)), offer"
G1930,ἐπιδιορθόω,ep-ee-dee-or-tho'-o,set in order
G1931,ἐπιδύω,ep-ee-doo'-o,go down
G1932,ἐπιείκεια,ep-ee-i'-ki-ah,"clemency, gentleness"
G1933,ἐπιεικής,ep-ee-i-kace',"gentle, moderation, patient"
G1934,ἐπιζητέω,ep-eed-zay-teh'-o,"desire, enquire, seek (after, for)"
G1935,ἐπιθανάτιος,ep-ee-than-at'-ee-os,appointed to death
G1936,ἐπίθεσις,ep-ith'-es-is,laying (putting) on
G1937,ἐπιθυμέω,ep-ee-thoo-meh'-o,"covet, desire, would fain, lust (after)"
G1938,ἐπιθυμητής,ep-ee-thoo-may-tace',+ lust after
G1939,ἐπιθυμία,ep-ee-thoo-mee'-ah,"concupiscence, desire, lust (after)"
G1940,ἐπικαθίζω,ep-ee-kath-id'-zo,set on
G1941,ἐπικαλέομαι,ep-ee-kal-eh'-om-ahee,"appeal (unto), call (on, upon), surname"
G1942,ἐπικάλυμα,ep-ee-kal'-oo-mah,cloke
G1943,ἐπικαλύπτω,ep-ee-kal-oop'-to,cover
G1944,ἐπικατάρατος,ep-ee-kat-ar'-at-os,accursed
G1945,ἐπίκειμαι,ep-ik'-i-mahee,"impose, be instant, (be) laid (there-, up-)on, (when) lay (on), lie (on), press upon"
G1946,Ἐπικούρειος,ep-ee-koo'-ri-os,Epicurean
G1947,ἐπικουρία,ep-ee-koo-ree'-ah,help
G1948,ἐπικρίνω,ep-ee-kree'-no,give sentence
G1949,ἐπιλαμβάνομαι,ep-ee-lam-ban'-om-ahee,"catch, lay hold (up-)on, take (by, hold of, on)"
G1950,ἐπιλανθάνομαι,ep-ee-lan-than'-om-ahee,(be) forget(-ful of)
G1951,ἐπιλέγομαι,ep-ee-leg'-om-ahee,"call, choose"
G1952,ἐπιλείπω,ep-ee-li'-po,fail
G1953,ἐπιλησμονή,ep-ee-lace-mon-ay',X forgetful
G1954,ἐπίλοιπος,ep-il'-oy-pos,rest
G1955,ἐπίλυσις,ep-il'-oo-sis,interpretation
G1956,ἐπιλύω,ep-ee-loo'-o,"determine, expound"
G1957,ἐπιμαρτυρέω,ep-ee-mar-too-reh'-o,testify
G1958,ἐπιμέλεια,ep-ee-mel'-i-ah,+ refresh self
G1959,ἐπιμελέομαι,ep-ee-mel-eh'-om-ahee,take care of
G1960,ἐπιμελῶς,ep-ee-mel-oce',diligently
G1961,ἐπιμένω,ep-ee-men'-o,"abide (in), continue (in), tarry"
G1962,ἐπινεύω,ep-een-yoo'-o,consent
G1963,ἐπίνοια,ep-in'-oy-ah,thought
G1964,ἐπιορκέω,ep-ee-or-keh'-o,forswear self
G1965,ἐπίορκος,ep-ee'-or-kos,perjured person
G1966,ἐπιοῦσα,ep-ee-oo'-sah,"following, next"
G1967,ἐπιούσιος,ep-ee-oo'-see-os,daily
G1968,ἐπιπίπτω,ep-ee-pip'-to,"fall into (on, upon) lie on, press upon"
G1969,ἐπιπλήσσω,ep-ee-place'-so,rebuke
G1970,ἐπιπνίγω,ep-ee-pnee'-go,choke
G1971,ἐπιποθέω,ep-ee-poth-eh'-o,"(earnestly) desire (greatly), (greatly) long (after), lust"
G1972,ἐπιπόθησις,ep-ee-poth'-ay-sis,earnest (vehement) desire
G1973,ἐπιπόθητος,ep-ee-poth'-ay-tos,longed for
G1974,ἐπιποθία,ep-ee-poth-ee'-ah,great desire
G1975,ἐπιπορεύομαι,ep-ee-por-yoo'-om-ahee,come
G1976,ἐπιῤῥάπτω,ep-ir-hrap'-to,sew on
G1977,ἐπιῤῥίπτω,ep-ir-hrip'-to,cast upon
G1978,ἐπίσημος,ep-is'-ay-mos,"notable, of note"
G1979,ἐπισιτισμός,ep-ee-sit-is-mos',victuals
G1980,ἐπισκέπτομαι,ep-ee-skep'-tom-ahee,"look out, visit"
G1981,ἐπισκηνόω,ep-ee-skay-no'-o,rest upon
G1982,ἐπισκιάζω,ep-ee-skee-ad'-zo,overshadow
G1983,ἐπισκοπέω,ep-ee-skop-eh'-o,"look diligently, take the oversight"
G1984,ἐπισκοπή,ep-is-kop-ay',"the office of a ""bishop"", bishoprick, visitation"
G1985,ἐπίσκοπος,ep-is'-kop-os,"bishop, overseer"
G1986,ἐπισπάομαι,ep-ee-spah'-om-ahee,become uncircumcised
G1987,ἐπίσταμαι,ep-is'-tam-ahee,"know, understand"
G1988,ἐπιστάτης,ep-is-tat'-ace,master
G1989,ἐπιστέλλω,ep-ee-stel'-lo,"write (a letter, unto)"
G1990,ἐπιστήμων,ep-ee-stay'-mone,endued with knowledge
G1991,ἐπιστηρίζω,ep-ee-stay-rid'-zo,"confirm, strengthen"
G1992,ἐπιστολή,ep-is-tol-ay',"""epistle,"" letter"
G1993,ἐπιστομίζω,ep-ee-stom-id'-zo,stop mouths
G1994,ἐπιστρέφω,ep-ee-stref'-o,"come (go) again, convert, (re-)turn (about, again)"
G1995,ἐπιστροφή,ep-is-trof-ay',conversion
G1996,ἐπισυνάγω,ep-ee-soon-ag'-o,gather (together)
G1997,ἐπισυναγωγή,ep-ee-soon-ag-o-gay',assembling (gathering) together
G1998,ἐπισυντρέχω,ep-ee-soon-trekh'-o,come running together
G1999,ἐπισύστασις,ep-ee-soo'-stas-is,"that which cometh upon, + raising up"
G2000,ἐπισφαλής,ep-ee-sfal-ace',dangerous
G2001,ἐπισχύω,ep-is-khoo'-o,be the more fierce
G2002,ἐπισωρεύω,ep-ee-so-ryoo'-o,heap
G2003,ἐπιταγή,ep-ee-tag-ay',"authority, commandment"
G2004,ἐπιτάσσω,ep-ee-tas'-so,"charge, command, injoin"
G2005,ἐπιτελέω,ep-ee-tel-eh'-o,"accomplish, do, finish, (make) (perfect), perform(X -ance)"
G2006,ἐπιτήδειος,ep-ee-tay'-di-os,things which are needful
G2007,ἐπιτίθημι,ep-ee-tith'-ay-mee,"add unto, lade, lay upon, put (up) on, set on (up), + surname, X wound"
G2008,ἐπιτιμάω,ep-ee-tee-mah'-o,"(straitly) charge, rebuke"
G2009,ἐπιτιμία,ep-ee-tee-mee'-ah,punishment
G2010,ἐπιτρέπω,ep-ee-trep'-o,"give leave (liberty, license), let, permit, suffer"
G2011,ἐπιτροπή,ep-ee-trop-ay',commission
G2012,ἐπίτροπος,ep-it'-rop-os,"steward, tutor"
G2013,ἐπιτυγχάνω,ep-ee-toong-khan'-o,obtain
G2014,ἐπιφαίνω,ep-ee-fah'-ee-no,"appear, give light"
G2015,ἐπιφάνεια,ep-if-an'-i-ah,"appearing, brightness"
G2016,ἐπιφανής,ep-if-an-ace',notable
G2017,ἐπιφαύω,ep-ee-fow'-o,give light
G2018,ἐπιφέρω,ep-ee-fer'-o,"add, bring (against), take"
G2019,ἐπιφωνέω,ep-ee-fo-neh'-o,"cry (against), give a shout"
G2020,ἐπιφώσκω,ep-ee-foce'-ko,"begin to dawn, X draw on"
G2021,ἐπιχειρέω,ep-ee-khi-reh'-o,"go about, take in hand (upon)"
G2022,ἐπιχέω,ep-ee-kheh'-o,pour in
G2023,ἐπιχορηγέω,ep-ee-khor-ayg-eh'-o,"add, minister (nourishment, unto)"
G2024,ἐπιχορηγία,ep-ee-khor-ayg-ee'-ah,supply
G2025,ἐπιχρίω,ep-ee-khree'-o,anoint
G2026,ἐποικοδομέω,ep-oy-kod-om-eh'-o,"build thereon (thereupon, on, upon)"
G2027,ἐποκέλλω,ep-ok-el'-lo,run aground
G2028,ἐπονομάζω,ep-on-om-ad'-zo,call
G2029,ἐποπτεύω,ep-opt-yoo'-o,behold
